547.114319,422.040344,42.897144,0.056246,0.000000,1.595062
546.745239,392.852783,42.924015,-0.003754,0.000000,1.585063
547.141052,363.681671,42.978226,0.034245,0.000000,1.581064
548.002869,334.474060,43.336048,0.054245,0.000000,1.589062
547.997009,305.782501,43.299320,0.056245,0.000000,1.599064
547.525574,276.617676,42.949123,0.076245,0.000000,1.585064
547.569580,247.665070,43.176300,0.038245,0.000000,1.591064
546.921387,218.656631,42.925667,0.040245,0.000000,1.603066
546.869141,188.932571,42.652809,0.064245,0.000000,1.587066
547.653809,159.259781,43.179001,0.034245,0.000000,1.583070
547.568359,129.940750,43.239025,0.056245,0.000000,1.579070
547.652466,100.590836,43.111477,0.060245,0.000000,1.569071
